,Код продукта,Название продукта,Бренд,Срок годности,Количество в упаковке,Единица измерения,Вес упаковки,Цена,Категория,Длина упаковки,Ширина упаковки,Высота упаковки
3979,LEX-17186,"Life Extension, витамин D3, 175 мкг (7000 МЕ), 60 мягких таблеток",Life Extension,07.2025,60,шт.,0.04,2 026 ₽,Витамины,9.4,4.6,4.4
3980,DDP-00005,"Ddrops, Жидкий витамин D3, 1000 МЕ, 0,17 жидких унций (5 мл)",Ddrops,06.2027,5.027,мл,0.05,2 267 ₽,Витамины,11.4,7,4.3
3981,SWV-11510,"Swanson, Витамин D3, 25 мкг (1000 МЕ), 60 капсул",Swanson,11.2027,60,шт.,0.03,519 ₽,Витамины,7.2,3.8,3.8
3982,CAL-29261,"KAL, Ultra D-3, витамин D3, с нейтральным вкусом, 250 мкг (10 000 МЕ), 90 мини-таблеток",KAL,08.2025,90,шт.,0.05,2 762 ₽,Витамины,11.2,5.1,5.1
3983,BLB-00308,"Bluebonnet Nutrition, Vitamin D3, 1,000 IU (25 mcg), 100 Softgels",Bluebonnet Nutrition,11.2026,100,шт.,0.15,1 655 ₽,Витамины,9.7,5.3,5.2
3984,NOR-31146,"Nordic Naturals, Витамин D3, вкус лесных ягод, 1000 МЕ, 120 жевательных таблеток",Nordic Naturals,06.2025,120,шт.,0.41,3 305 ₽,Витамины,14,7.9,6.9
3985,NOR-01680,"Nordic Naturals, жидкий растительный витамин D3, 1000 МЕ, 30 мл (1 жидк. унция)",Nordic Naturals,11.2025,30,мл,0.05,3 305 ₽,Витамины,3.3,3.3,10.2
3986,SWV-11030,"Swanson, витамин D3, высокоактивный, 25 мкг (1000 МЕ), 250 капсул",Swanson,11.2027,250,шт.,0.1,1 397 ₽,Витамины,10.5,5,5
3987,LEX-22321,"Life Extension, жидкий витамин D3, с мятой, 29,57 мл (1 жидк. унция)",Life Extension,07.2025,30,мл,0.05,3 630 ₽,Витамины,9.5,2.8,2.8
3988,ZAH-00041,"Zahler, Витамин D3, улучшенная формула D3, 50 мкг (2000 МЕ), 250 мягких таблеток",Zahler,02.2026,250,шт.,0.11,3 328 ₽,Витамины,9.8,5.6,5.5
3989,SDN-19995,"Sundown Naturals, Витамин D3, 25 мкг (1000 МЕ), 400 мягких таблеток",Sundown Naturals,Not provided,400,шт.,0.11,2 703 ₽,Витамины,5.6,5.6,11.4
3990,SNS-02872,"Source Naturals, Wellness D-mmunity, органическая формула для иммунитета с витамином D, 6000 МЕ, 60 вегетарианских капсул (75 мкг (3000 МЕ) в 1 капсуле)",Source Naturals,10.2025,60,шт.,0.07,2 351 ₽,Витамины,12.4,7.9,5.1
3991,CAL-90823,"KAL, Глицинат магния D-3, 90 вегетарианских капсул",KAL,Not provided,90,шт.,0.14,2 444 ₽,Витамины,11.6,6.4,6.4
3992,SPS-90870,"Superior Source, витамин D3 повышенной силы действия, 250 мкг (10 000 МЕ), 100 быстрорастворимых таблеток MicroLingual",Superior Source,11.2025,100,шт.,0.02,3 106 ₽,Витамины,9.4,4.2,4.2
3993,NFS-35512,"Natural Factors, Whole Earth & Sea, веганский биоактивный витамин D3, 25 мкг (1000 МЕ), 90 вегетарианских капсул",Natural Factors,07.2025,90,шт.,0.18,2 821 ₽,Витамины,11.8,6.1,6
3994,BLB-00321,"Bluebonnet Nutrition, витамин D3, 125 мкг (5000 МЕ), 100 мягких таблеток",Bluebonnet Nutrition,07.2026,100,шт.,0.23,2 078 ₽,Витамины,11.2,6.4,6.4
3995,SWV-01941,"Swanson, Витамин D3, 400 МЕ (10 мкг), 250 мягких таблеток",Swanson,01.2025,250,шт.,0.08,1 016 ₽,Витамины,10.5,5,5
3996,SWV-11371,"Swanson, Витамин D3, для поддержки здоровья и иммунитета, высочайшая эффективность, 5000 МЕ, 250 мягких таблеток",Swanson,01.2027,250,шт.,0.11,2 144 ₽,Витамины,10.5,5,5
3997,CAL-31937,"KAL, D-3, K-2, малина, 60 микротаблеток",KAL,09.2025,60,шт.,0.05,2 762 ₽,Витамины,10.9,5,5
3998,LEX-22441,"Life Extension, Жидкий витамин D3, 50 мкг (2000 МЕ), 29,57 мл (1 жидк. Унция)",Life Extension,10.2025,30,мл,0.05,3 630 ₽,Витамины,9.7,3.3,3.3
3999,PRT-10365,"Protocol for Life Balance, Витамин D3, 1000 МЕ, 120 мягких таблеток",Protocol for Life Balance,09.2027,120,шт.,0.05,1 583 ₽,Витамины,8.8,4.7,4.7
4000,VNU-54911,"Vital Nutrients, K2-7 + D3, 60 вегетарианских капсул",Vital Nutrients,12.2024,60,шт.,0.02,5 248 ₽,Витамины,8.4,4.6,4.6
4001,NOR-31141,"Nordic Naturals, витамин D3, со вкусом лесной ягоды, 1000 МЕ (25 мкг), 120 жевательных таблеток",Nordic Naturals,01.2026,120,шт.,0.43,3 305 ₽,Витамины,14.2,7.7,7.6
4002,DDP-00009,"Ddrops, Жидкий витамин D3, 2000 МЕ, 5 мл (0,17 жидкой унции)",Ddrops,05.2027,5.027,мл,0.05,2 811 ₽,Витамины,4.1,6.6,11.2
4003,CAR-01473,"Carlson, Solar D Gems, витамин D3 + омега-3 кислоты, натуральный лимонный вкус, 2000 МЕ, 360 мягких таблеток",Carlson,09.2026,360,шт.,0.34,4 360 ₽,Витамины,15.5,7.9,7.9
4004,NDX-09348,"NutraMedix, витамины D3 и K2, 90 капсул",NutraMedix,07.2026,90,шт.,0.04,5 095 ₽,Витамины,8.8,5.1,5
4005,SOL-30335,"Solgar, Веганский витамин D3, 150 мкг / 6000 МЕ, 100 веганских капсул",Solgar,Not provided,100,шт.,0.15,6 525 ₽,Витамины,8.8,5.1,5
4006,LEX-24253,"Life Extension, Иммунные пакеты с витаминами C и D, цинком и пробиотиком, 30 пакетиков",Life Extension,01.2025,30,шт.,0.15,5 344 ₽,Витамины,14.5,11.8,11.6
4007,MBM-00515,"Metabolic Maintenance, Витамин D-3, 5,000 МЕ, 90 капсул",Metabolic Maintenance,05.2025,90,шт.,0.16,4 291 ₽,Витамины,9.8,5.2,5.1
4008,CAL-92100,"KAL, Ultra D-3, 250 мкг (10 000 МЕ), 120 таблеток",KAL,01.2027,120,шт.,0.05,2 915 ₽,Витамины,10.9,5,5
4009,NAP-10404,"NaturesPlus, Жевательные таблетки с витамином D3, ягодное ассорти, 1000 МЕ, 60 жевательных таблеток",NaturesPlus,01.2025,60,шт.,0.2,1 818 ₽,Витамины,11.6,6.4,6.4
4010,PRT-10379,"Protocol for Life Balance, Жидкие D3 и MK-7, 30 мл (1 жидк. Унция)",Protocol for Life Balance,Not provided,30,мл,0.08,5 103 ₽,Витамины,9.1,3.2,3
4011,NFS-01068,"Natural Factors, Веганский витамин D3, 50 мкг (2000 МЕ), 90 вегетарианских капсул",Natural Factors,06.2026,90,шт.,0.05,3 432 ₽,Витамины,9.9,5.3,5.6
4012,VNU-53911,"Vital Nutrients, Витамин D3, 5000 МЕ, 90 вегетарианских капсул",Vital Nutrients,03.2026,90,шт.,0.05,4 110 ₽,Витамины,8.4,4.6,4.6
4013,NFS-35516,"Natural Factors, Whole Earth & Sea, Веганский биоусиленный витамин D3, 5000 МЕ, 60 вегетарианских капсул",Natural Factors,06.2027,60,шт.,0.17,3 974 ₽,Витамины,11.8,6.1,6
4014,CLF-05822,"Country Life, Vegan D3 Gummies, Lemon, Strawberry & Orange Flavors, 1000 IU, 60 Gummies",Country Life,Not provided,60,шт.,0.18,3 210 ₽,Витамины,11.7,6.4,6.4
4015,LVS-27301,"Live Conscious, MagWell, улучшенная формула 3 в 1, 120 капсул",Live Conscious,11.2025,120,шт.,0.12,3 489 ₽,Витамины,10.9,5.8,5.7
4016,MAV-11831,"Mason Natural, Витамин D3, 10 мкг (400 МЕ), 100 мягких таблеток",Mason Natural,Not provided,100,шт.,0.05,687 ₽,Витамины,8.6,4.8,4.8
4017,SPS-90450,"Superior Source, MicroLingual, Витамин D3, 400 IU, 100 таблеток",Superior Source,06.2025,100,шт.,0.02,1 063 ₽,Витамины,4.1,4.1,8.9
4018,NTH-11724,"Nature's Truth, Extra Strength D3 + K2 с жидкими каплями MK-7, 59 мл (2 жидк. Унции)",Nature's Truth,01.2026,59,мл,0.13,2 670 ₽,Витамины,12.8,4.1,3.9
4019,PRT-10371,"Protocol for Life Balance, Жидкий витамин D3, повышенная эффективность, 2000 МЕ, 30 мл (1 жидк. Унция)",Protocol for Life Balance,11.2025,30,мл,0.09,2 607 ₽,Витамины,9.1,3.2,3.2
4020,SWV-11804,"Swanson, витамины D3 и K2, повышенная сила действия, 60 растительных капсул",Swanson,09.2025,60,шт.,0.05,2 762 ₽,Витамины,7.1,3.8,3.8
4021,IRW-59201,"Irwin Naturals, высокоэффективный мегакомплекс витаминов D3 и К2 с экстрактом куркумы, 60 капсул с жидкостью",Irwin Naturals,10.2025,60,шт.,0.29,2 915 ₽,Витамины,12.2,6.4,6.4
4022,NOR-31152,"Nordic Naturals, Жевательные таблетки с витамином D3, маракуйя, 5000 МЕ (125 мкг), 30 жевательных таблеток",Nordic Naturals,Not provided,30,шт.,0.14,2 398 ₽,Витамины,11.6,6.4,6.4
4023,SKH-52135,"Seeking Health, Витамин D3 и K2 в каплях, 30 мл (1 жидк. Унция)",Seeking Health,06.2025,30,мл,0.09,4 772 ₽,Витамины,11.4,3.7,3.6
4024,CAR-17540,"Carlson, Elite Omega-3 с витаминами D и K, натуральный лимонный вкус, 60 (+ 30 бонусных) мягких капсул",Carlson,06.2025,90,шт.,0.2,6 397 ₽,Витамины,11.4,11.4,7.9
4025,BLB-00323,"Bluebonnet Nutrition, витамин D3, 125 мкг (5000 МЕ), 250 капсул",Bluebonnet Nutrition,07.2026,250,шт.,0.41,4 120 ₽,Витамины,7.6,7.6,14
4026,JRW-30004,"Jarrow Formulas, витамин D3, холекальциферол, 25 мкг (1000 МЕ), 200 мягких таблеток",Jarrow Formulas,08.2025,200,шт.,0.07,2 217 ₽,Витамины,11.8,9.5,5.3
4027,MBM-00511,"Metabolic Maintenance, Vitamin D-3, 10,000 IU, 60 Capsules",Metabolic Maintenance,08.2025,60,шт.,0.15,4 455 ₽,Витамины,9.5,5.1,5.1
4028,MBM-00529,"Metabolic Maintenance, Витамин D-3 с витамином K2 MK-7, 625 мкг (25000 МЕ), 60 капсул",Metabolic Maintenance,11.2025,60,шт.,0.14,6 057 ₽,Витамины,7.1,5.2,5.2
4029,VVA-60582,"Viva Naturals, витамин D3 с органическим жидким кокосовым маслом, высокоэффективный, 5000 МЕ, 360 мягких таблеток",Viva Naturals,06.2025,360,шт.,0.16,2 788 ₽,Витамины,12.1,6.9,6.7
4030,CAL-78287,"KAL, ультравитамин D3, 250 мкг (10 000 МЕ), 90 капсул",KAL,08.2026,90,шт.,0.05,2 915 ₽,Витамины,10.8,5.1,5
4031,NBP-04006,"NB Pure, Витамин D3, 2 жидк. Унции",NB Pure,04.2025,59,мл,0.07,3 484 ₽,Витамины,11.2,3.6,3.6
4032,PRT-10378,"Protocol for Life Balance, клинически эффективность, витамин D3, 50 000 МЕ, 50 капсул",Protocol for Life Balance,05.2026,50,шт.,0.02,3 490 ₽,Витамины,9.1,4.7,4.6
4033,DEV-00059,"Deva, веганский витамин D, витамин D3, 25 мкг (1000 МЕ), 90 таблеток",Deva,11.2026,90,шт.,0.05,1 626 ₽,Витамины,8.9,4.6,4.6
4034,SWV-11809,"Swanson, Витамины D3 и K2, 60 растительных капсул",Swanson,Not provided,60,шт.,0.04,1 654 ₽,Витамины,7.1,3.7,3.7
4035,MCL-03201,"Dr. Mercola, Липосомный витамин D3, 10 000 МЕ, 90 капсул",Dr. Mercola,08.2025,90,шт.,0.12,8 619 ₽,Витамины,8.9,4.8,5.1
4036,CAR-12000,"Carlson, Super Daily D3, 150 мкг (6000 МЕ), 10,3 мл (0,35 жидкой унции)",Carlson,Not provided,10,мл,0.05,3 669 ₽,Витамины,3.6,4.6,8.6
4037,NFS-01051,"Natural Factors, Витамин D3, 1000 МЕ, 180 таблеток",Natural Factors,10.2027,180,шт.,0.07,1 522 ₽,Витамины,10.7,6.1,6
4038,CAL-60010,"KAL, D-3, 25 мкг (1000 МЕ), 100 мягких таблеток",KAL,06.2024,100,шт.,0.07,1 672 ₽,Витамины,10.9,5,5
4039,CEN-27622,"21st Century, VitaJoy, жевательные таблетки, витамин D3 для ежедневного приема, персик, 2000 МЕ, 120 жевательных таблеток (25 мкг (1000 МЕ) в 1 жевательной таблетке)",21st Century,05.2025,120,шт.,0.34,2 083 ₽,Витамины,14.1,7.6,7.6
4040,NBG-42870,"Nutra BioGenesis, эмульсия витаминов D3 и K2, 30 мл (1 жидк. унция)",Nutra BioGenesis,Not provided,30,мл,0.09,3 489 ₽,Витамины,10.3,3.2,3.2
4041,CAR-14500,"Carlson, Витамин D3, 25 мкг (1000 МЕ), 60 мягких таблеток",Carlson,06.2027,60,шт.,0.05,956 ₽,Витамины,8.5,4.1,4.1
4042,NTH-12085,"Nature's Truth, Liposomal D3, улучшенная формула, 125 мкг (5000 МЕ), 60 мягких таблеток быстрого высвобождения",Nature's Truth,04.2026,60,шт.,0.06,1 666 ₽,Витамины,9.7,5,4.8
4043,MCL-01732,"Dr. Mercola, липосомальный витамин D3, 1000 МЕ, 30 капсул",Dr. Mercola,08.2025,30,шт.,0.11,2 107 ₽,Витамины,9,5,5
4044,PAR-77872,"Paradise Herbs, Earth's Blend, витамины D3 и K2, 5000 МЕ, 90 вегетарианских капсул",Paradise Herbs,01.2027,90,шт.,0.07,2 762 ₽,Витамины,10.9,6,5.8
4045,ENZ-10129,"Enzymedica, витамины D3 и K2, 60 капсул",Enzymedica,10.2025,60,шт.,0.06,3 421 ₽,Витамины,10.5,5.8,5.6
4046,FBS-50133,"Futurebiotics, Витамин K2 + D3, с повышенной силой действия, 120 капсул",Futurebiotics,08.2025,120,шт.,0.07,4 290 ₽,Витамины,9.8,5.6,5.5
4047,SKH-52136,"Seeking Health, Витамин D3 + K2, 60 вегетарианских капсул",Seeking Health,08.2025,60,шт.,0.05,4 283 ₽,Витамины,8.4,4.7,4.6
4048,BLB-00366,"Bluebonnet Nutrition, витамин D3, малина, 5000 МЕ (125 мкг), 90 жевательных таблеток",Bluebonnet Nutrition,06.2026,90,шт.,0.23,3 263 ₽,Витамины,11.3,6,6
4049,CEN-28030,"21st Century, витамин D3, 25 мкг (1000 МЕ), 60 таблеток",21st Century,09.2026,60,шт.,0.04,419 ₽,Витамины,8.6,4.6,4.8
4050,NAU-62858,"NATURELO, Витамин K2 + D3, из нута и лишайника, 60 вегетарианских капсул",NATURELO,02.2025,60,шт.,0.05,4 283 ₽,Витамины,9.7,5.1,5.1
4051,SOR-69755,"Solaray, Супер био витамин D-3, 5 000 МЕ, 120 мягких таблеток",Solaray,09.2026,120,шт.,0.1,2 839 ₽,Витамины,11.2,5.1,4.8
4052,MAV-16235,"Mason Natural, Витамин D3, 250 мкг (10 000 МЕ), 60 мягких таблеток",Mason Natural,04.2026,60,шт.,0.05,1 402 ₽,Витамины,10.7,4.8,4.8
4053,NAU-62828,"NATURELO, Витамин D3, растительного происхождения из лишайника, 62,5 мкг (2500 МЕ), 180 капсул для легкого проглатывания",NATURELO,10.2025,180,шт.,0.1,4 283 ₽,Витамины,11,5.8,9.7
4054,GOL-13053,"Garden of Life, Доктор Формула, витамин D3 и цинк, 30 маленьких таблеток",Garden of Life,Not provided,30,шт.,0.06,2 493 ₽,Витамины,11.7,5.5,5.5
4055,CAL-48845,"KAL, D-3, 125 mcg (5,000 IU), 90 Softgels",KAL,08.2025,90,шт.,0.05,2 110 ₽,Витамины,10.9,5.1,4.8
4056,FRL-48900,"Forest Leaf, Витамин D3, 250 мкг (10 000 МЕ), 180 растительных капсул",Forest Leaf,07.2026,180,шт.,0.11,3 065 ₽,Витамины,11.2,6.4,6.4
4057,AGE-00885,"Codeage, Amen, витамин D, K2 и цинк, 60 растительных капсул",Codeage,12.2026,60,шт.,0.07,3 960 ₽,Витамины,10.9,5.6,5.6
4058,NWY-06919,"Nature's Way, Витамин D3, повышенная сила действия, шоколад, 50 мкг (2000 МЕ), 90 таблеток без сахара",Nature's Way,12.2024,90,шт.,0.05,2 195 ₽,Витамины,8.5,5,5
4059,FRL-48899,"Forest Leaf, Витамин D3, 5000 МЕ, 180 растительных капсул",Forest Leaf,09.2026,180,шт.,0.14,2 762 ₽,Витамины,11.2,6.4,6.4
4060,BLB-00372,"Bluebonnet Nutrition, Жидкий витамин D3 в каплях, натуральный аромат цитрусовых, 400 МЕ, 1 жидк. унц. (30 мл)",Bluebonnet Nutrition,08.2026,30,мл,0.09,2 536 ₽,Витамины,3.6,4.8,9.7
4061,SWV-11859,"Swanson, D3, клубника, 2000 МЕ, 60 жевательных таблеток",Swanson,05.2025,60,шт.,0.21,1 938 ₽,Витамины,11.7,6.4,6.4
4062,CAR-49400,"Carlson, Детские жевательные мармеладки с витамином D3, натуральные фруктовые ароматизаторы, 25 мкг (1000 МЕ), 60 шт.",Carlson,09.2026,60,шт.,0.2,2 392 ₽,Витамины,11.4,6.4,6.4
4063,CAL-49864,"KAL, D-3, корица, 50 мкг (2000 МЕ), 200 жевательных таблеток",KAL,05.2025,200,шт.,0.05,3 065 ₽,Витамины,10.9,5,5
4064,INN-43002,"Innate Response Formulas, витамин D3, 5000 МЕ (125 мкг), 60 капсул",Innate Response Formulas,06.2025,60,шт.,0.14,6 369 ₽,Витамины,9.5,5.3,5.3
