,Код продукта,Название продукта,Бренд,Срок годности,Количество в упаковке,Единица измерения,Вес упаковки,Цена,Категория,Длина упаковки,Ширина упаковки,Высота упаковки
415,NKY-45646,"Nutrakey, глутамин, 300 г (0,7 фунта)",Nutrakey,08.2025,336,г,0.36,4 125 ₽,Аминокислоты,11.4,9.1,9.1
416,THR-00625,"Thorne, EnteroMend, добавка для здоровья кишечника, со вкусом апельсина и ванили, 168 г (5,9 унции)",Thorne,05.2025,168,г,0.23,7 447 ₽,Аминокислоты,9.1,9.1,7.4
417,RYS-00850,"RYSE, Element Series, ферментированный L-глютамин, 300 г (10,6 унции)",RYSE,06.2025,300,г,0.41,3 489 ₽,Аминокислоты,11.6,9.3,9.1
418,NFS-02820,"Natural Factors, Микронизированный L-глютамин, 500 мг, 90 вегетарианских капсул",Natural Factors,03.2027,90,шт.,0.09,2 021 ₽,Аминокислоты,10.9,6,6
419,MTB-69887,"Metabolic Nutrition, TAG, Фруктовый пунш`` 400 г",Metabolic Nutrition,06.2026,400,г,0.5,5 898 ₽,Аминокислоты,14,12.3,12.2
420,NFS-02810,"Natural Factors, Микронизированный L-глютамин, 1000 мг, 90 вегетарианских капсул",Natural Factors,04.2027,90,шт.,0.14,2 602 ₽,Аминокислоты,10.8,6,6
421,MTB-69845,"Metabolic Nutrition, TAG, зеленое яблоко`` 400 г",Metabolic Nutrition,05.2026,400,г,0.48,5 898 ₽,Аминокислоты,14,12.4,12.2
422,GSN-01251,"Gaspari Nutrition, Глютамин, без ароматизаторов, 10,58 унций (300 г)",Gaspari Nutrition,05.2026,300,г,0.36,3 489 ₽,Аминокислоты,10.9,9.1,9.1
423,BNR-01455,"Best Naturals, L-глютамин, 454 г (1 фунт)",Best Naturals,09.2025,454,г,0.52,3 097 ₽,Аминокислоты,14.7,9.1,9
424,ONT-01564,"Onnit, Глутамин, аминокислоты, 300 г (10,6 унции)",Onnit,Not provided,300,г,0.39,3 795 ₽,Аминокислоты,14.9,9.3,9.1
425,FOA-66070,"Force Factor, L-глютамин в виде порошка, без вкусовых добавок, 306 г (10,8 унции)",Force Factor,12.2025,306,г,0.36,2 788 ₽,Аминокислоты,11.6,9.3,9.3
426,NKY-26240,"Nutrakey, глутамин, 9000 мг, 500 г (1,1 фунта) (4500 мг в 1 мерной ложке)",Nutrakey,09.2025,504,г,0.57,5 021 ₽,Аминокислоты,17.1,9.3,9.1
427,MRM-72103,"MRM Nutrition, L-глютамин 1000, 1000 г (2,2 фунта)",MRM Nutrition,07.2026,1000,г,1.13,6 618 ₽,Аминокислоты,18.3,12.7,12.7
428,NRB-23041,"NutraBio, глутамин, чистая аминокислота, 1000 г (2,2 фунта)",NutraBio,07.2025,1000,г,1.18,7 748 ₽,Аминокислоты,18.4,13.3,13.2
429,PSS-88238,"ProSupps, глутамин 300, 300 г (10,6 унции)",ProSupps,08.2025,300,г,0.36,2 605 ₽,Аминокислоты,9.1,9.1,10.7
430,FNX-00791,"Finaflex, Pure Glutamine, порошок для максимального восстановления мышц, без добавок, 300 г (10,6 унции)",Finaflex,08.2024,300,г,0.36,3 489 ₽,Аминокислоты,11.4,9.1,9.1
431,AGE-33379,"Codeage, липосомальный L-глютамин+, 180 капсул",Codeage,12.2025,180,шт.,0.18,5 898 ₽,Аминокислоты,13.8,6.5,6.5
432,PMF-02021,"Primaforce, Glutaform, 100 % L-глутамин, без запаха, 1000 г",Primaforce,02.2026,1000,г,1.11,9 308 ₽,Аминокислоты,21.8,12.7,12.7
433,NRB-23040,"NutraBio, Глютамин, 500 г (1,1 фунта)",NutraBio,08.2025,504,г,0.57,4 290 ₽,Аминокислоты,15.7,10.2,10.2
434,CUT-85981,"Cutler Nutrition, Glutamine, Unflavored, 5 g, 10.58 oz (300 g)",Cutler Nutrition,08.2025,300,г,0.36,3 489 ₽,Аминокислоты,11,9.3,9.1
435,KGD-96653,"Kaged, Глутамин, без добавок, 500 г (1,1 фунта)",Kaged,Not provided,504,г,0.6,4 290 ₽,Аминокислоты,16.1,9.3,9.3
436,SOL-01321,"Solgar, L-глютамин, 500 мг, 100 растительных капсул",Solgar,Not provided,100,шт.,0.2,2 525 ₽,Аминокислоты,10,5.6,5.6
437,MSL-08903,"MuscleSport, Glutamine Revolution, без добавок, 300 г (10,6 унции)",MuscleSport,02.2025,300,г,0.36,5 422 ₽,Аминокислоты,11.6,9.1,9
438,AGE-33381,"Codeage, липосомальный L-глютамин+ в порошке, аминокислота в свободной форме, улучшенное усвоение, без добавок, 472,5 г (1 фунт)",Codeage,01.2026,472.586,г,0.59,8 981 ₽,Аминокислоты,16.3,12.7,12.4
439,AMX-12291,"ALLMAX, глутамин, 100 г (3,53 унции)",ALLMAX,05.2024,100,г,0.14,2 110 ₽,Аминокислоты,11.2,6.6,6.4
440,SWV-01826,"Swanson, L-глютамин, 500 мг, 100 капсул",Swanson,01.2026,100,шт.,0.1,1 581 ₽,Аминокислоты,10.9,5.7,5.7
441,AOR-08009,"Advanced Orthomolecular Research AOR, L-глютамин в порошке, премиальный, 450 г",Advanced Orthomolecular Research AOR,02.2025,450,г,0.54,7 143 ₽,Аминокислоты,15.4,9.4,9.3
442,MTB-69876,"Metabolic Nutrition, TAG, без добавок, 400 г (14,1 унции)",Metabolic Nutrition,09.2026,400.011,г,0.52,5 898 ₽,Аминокислоты,16,12.8,12.6
443,MTB-11501,"Metabolic Nutrition, L-глютамин, без добавок, 100 г (3,52 унции)",Metabolic Nutrition,01.2026,99,г,0.14,2 762 ₽,Аминокислоты,12.8,6.4,6.4
444,MTB-11001,"Metabolic Nutrition, L-глютамин, без добавок, 1000 г (35,27 унции)",Metabolic Nutrition,04.2026,1000,г,1.11,13 881 ₽,Аминокислоты,22,12.3,12.2
445,MTB-13501,"Metabolic Nutrition, L-глютамин, без добавок, 300 г (10,58 унции)",Metabolic Nutrition,07.2026,300,г,0.36,5 102 ₽,Аминокислоты,15.7,8,7.9
446,CLF-01186,"Country Life, L-глютамин в капсулах, 500 мг, 100 веганских капсул",Country Life,08.2026,100,шт.,0.23,2 681 ₽,Аминокислоты,11.2,6.1,6.1
447,MTB-69823,"Metabolic Nutrition, TAG, голубая малина`` 400 г",Metabolic Nutrition,04.2026,400,г,0.48,5 898 ₽,Аминокислоты,14,12.3,12.3
448,FOA-66037,"Force Factor, L-глютамин в таблетках, 1000 мг, 100 таблеток",Force Factor,06.2026,100,шт.,0.18,2 302 ₽,Аминокислоты,11.3,6.4,6.2
449,NOW-00222,"NOW Foods, Sports, L-Glutamine Powder, 2,2 фунта (1 кг)",NOW Foods,08.2028,1000,г,1.13,7 775 ₽,Аминокислоты,13.2,13.2,17
450,NKY-26241,"Nutrakey, глутамин, 9000 мг, 1000 г (2,2 фунта) (4500 мг в 1 мерной ложке)",Nutrakey,10.2025,1000,г,1.09,7 673 ₽,Аминокислоты,18,12.6,12.4
451,NCS-67898,"Nutricost, L-глютамин, персик и манго, 500 г (17,9 жидк. унции)",Nutricost,01.2027,504,г,0.61,4 283 ₽,Аминокислоты,13.5,11.3,11.2
452,SRE-09164,"Sports Research, L-глютамин, без добавок, 300 г (10,58 унции)",Sports Research,10.2026,300,г,0.39,2 912 ₽,Аминокислоты,12.6,9.1,9.1
453,MTB-15601,"Metabolic Nutrition, L-глютамин, без добавок, 500 г (17,64 унции)",Metabolic Nutrition,01.2026,500,г,0.59,8 196 ₽,Аминокислоты,14,12.3,12.3
454,CLF-01188,"Country Life, чистый глутамин в порошке, 275 г (9,7 унции)",Country Life,08.2026,274,г,0.34,3 079 ₽,Аминокислоты,10.8,9.3,9.3
455,CAR-06821,"Carlson, L-глютамин, 750 мг, 90 капсул",Carlson,08.2024,90,шт.,0.11,2 798 ₽,Аминокислоты,11.2,5.7,5.7
456,SRE-09188,"Sports Research, L-глютамин, без вкусовых добавок, 500 г (1,1 фунта)",Sports Research,08.2026,504,г,0.61,4 450 ₽,Аминокислоты,16.4,10.2,10.2
457,SOR-04920,"Solaray, L-глютамин, 500 мг, 50 вегетарианских капсул",Solaray,12.2026,50,шт.,0.07,1 938 ₽,Аминокислоты,11,5,5
458,PRT-10221,"Protocol for Life Balance, Чистый L-глютамин в порошке, 454 г (1 фунт)",Protocol for Life Balance,08.2028,454,г,0.54,6 681 ₽,Аминокислоты,17.5,10.5,10.4
459,DVI-22891,"DaVinci Laboratories of Vermont, L-глютамин в порошке, 150 г (5,29 унции)",DaVinci Laboratories of Vermont,10.2025,150,г,0.18,7 277 ₽,Аминокислоты,11,6,6
460,JRW-15035,"Jarrow Formulas, L-глютамин, 1000 г (35,3 унции)",Jarrow Formulas,10.2025,1000,г,1.18,9 063 ₽,Аминокислоты,18,12.8,12.6
461,EVL-02031,"EVLution Nutrition, Глутамин 5000, без добавок, 5000 мг, 300 г (10,58 унции)",EVLution Nutrition,09.2026,300,г,0.36,2 525 ₽,Аминокислоты,10.9,9.1,9.1
462,MME-00261,"MuscleMeds, Деканат глутамина, без добавок, 300 г (10,58 унции)",MuscleMeds,01.2026,300,г,0.37,3 421 ₽,Аминокислоты,14.6,9.3,9.3
463,SNS-01548,"Source Naturals, L-глютамин, порошок в свободной форме, 453,6 г (16 унций)",Source Naturals,03.2025,454,г,0.54,6 514 ₽,Аминокислоты,13.1,11.9,11.9
464,MCL-21379,"Dr. Mercola, Pure Power, L-глютамин, без вкусовых добавок, 500 г (17,6 унции)",Dr. Mercola,11.2025,504,г,0.64,8 196 ₽,Аминокислоты,12.8,12.6,12.6
465,MPH-89991,"APS, L-глютамин, сверхчистый порошок, 500 г (17,63 унции)",APS,03.2026,500,г,0.61,3 970 ₽,Аминокислоты,12.7,12.6,12.6
466,OPN-02910,"Optimum Nutrition, Глютамин в порошке, неароматизированный, 2,2 фунта (1 кг)",Optimum Nutrition,09.2025,1000,г,1.12,9 029 ₽,Аминокислоты,19.9,12.4,12.4
467,CAR-06825,"Carlson, L-глютамин в порошке, 100 г (3,53 унции)",Carlson,08.2026,100,г,0.14,2 745 ₽,Аминокислоты,7.9,7.2,7.2
468,NCS-81221,"Nutricost, L-глютамин, без добавок, 500 г (17,6 унции)",Nutricost,05.2026,504,г,0.66,4 283 ₽,Аминокислоты,13.6,11.3,11.3
469,EMY-02569,"EAS, L-глютамин, 400 г (14,11 унции)",EAS,08.2026,400.011,г,0.52,5 095 ₽,Аминокислоты,13.5,12.6,12.6
470,JRW-15033,"Jarrow Formulas, L-глутамин, 1000 мг, 100 таблеток",Jarrow Formulas,11.2026,100,шт.,0.16,2 877 ₽,Аминокислоты,11.6,6.4,6.2
471,DRB-00491,"Doctor's Best, чистый L-глютамин в виде порошка, 300 г (10,6 унции)",Doctor's Best,12.2025,300,г,0.36,2 722 ₽,Аминокислоты,11.7,9.1,9.1
472,SNS-00124,"Source Naturals, L-глютамин, порошок в свободной форме 3.53 унции (100 г)",Source Naturals,03.2025,100,г,0.14,1 948 ₽,Аминокислоты,11.7,6.2,6.2
473,COB-84932,"JNX Sports, The Curse, глутамин, без добавок, 300 г (10,6 унции)",JNX Sports,04.2025,300,г,0.36,3 489 ₽,Аминокислоты,11.6,9.1,9.1
474,MBM-00133,"Metabolic Maintenance, L-глютамин в виде порошка, 0,5 кг (1,1 фунта)",Metabolic Maintenance,10.2025,504,г,0.61,8 494 ₽,Аминокислоты,13,12.2,12.1
475,BDT-02086,"BodyTech, глутамин, 100 капсул",BodyTech,01.2026,100,шт.,0.11,2 444 ₽,Аминокислоты,11,5.8,5.7
476,NCS-93115,"Nutricost, L-глютамин, без добавок, 5 г, 250 г (8,9 унции)",Nutricost,10.2026,252,г,0.32,2 909 ₽,Аминокислоты,11.7,9.3,9.1
477,OPN-02283,"Optimum Nutrition, глутамин, 1000 мг, 240 капсул (500 мг в 1 капсуле)",Optimum Nutrition,04.2025,240,шт.,0.21,3 493 ₽,Аминокислоты,12.2,10.7,12.2
478,PRT-10094,"Protocol for Life Balance, L-глютамин, 1000 мг, 120 растительных капсул",Protocol for Life Balance,08.2028,120,шт.,0.2,4 127 ₽,Аминокислоты,11.9,6.9,6.7
479,JRW-15012,"Jarrow Formulas, L-глютамин, 750 мг, 120 растительных капсул",Jarrow Formulas,08.2025,120,шт.,0.14,2 877 ₽,Аминокислоты,11.4,6.2,6.2
480,FCD-02916,"fitcode, Glutamine1000, 1000 мг, 60 капсул (500 мг в 1 капсуле)",fitcode,07.2025,60,шт.,0.07,1 210 ₽,Аминокислоты,11,5.8,5.7
481,MHP-07420,"MHP, Глутамин-SR, 300 г (10,58 унции)",MHP,10.2025,300,г,0.39,3 421 ₽,Аминокислоты,14.4,9.1,9.1
482,BDT-06055,"BodyTech, Critical Aminos XT, аминокислоты для приема после тренировки, со вкусом клубничного лимонада, 455 г (16 унций)",BodyTech,Not provided,454,г,0.54,5 102 ₽,Аминокислоты,14.6,9.1,9.1
483,AMX-12294,"ALLMAX, Глютамин, 1000 г (2,20 фунта)",ALLMAX,09.2024,1000,г,1.11,8 196 ₽,Аминокислоты,18,12.6,12.4
484,NOW-00094,"NOW Foods, Sports, L-глутамин, двойная сила, 1000 мг, 120 вегетарианских капсул",NOW Foods,08.2028,120,шт.,0.18,2 715 ₽,Аминокислоты,12.2,7.1,7.1
485,FNX-00793,"Finaflex, Чистый глутамин, без добавок, 1 кг (2,2 фунта)",Finaflex,12.2024,1000,г,1.18,8 492 ₽,Аминокислоты,25.4,15.5,15.5
486,NCS-93282,"Nutricost, L-глютамин, 800 мг, 180 капсул",Nutricost,04.2026,180,шт.,0.23,2 756 ₽,Аминокислоты,13.6,7.2,7.1
487,SNS-00127,"Source Naturals, L-глутамин, 500 мг, 100 таблеток",Source Naturals,07.2027,100,шт.,0.11,1 981 ₽,Аминокислоты,6.1,6.1,10.2
488,PSR-75408,"Perfect Sports, iHerb, чистый глутамин, без вкусовых добавок, 400 г (14 унций)",Perfect Sports,07.2026,397,г,0.48,5 898 ₽,Аминокислоты,16,9.3,9.3
489,BDT-02177,"BodyTech, глутамин, без вкусовых добавок, 450 г (15,88 унции)",BodyTech,07.2025,450,г,0.54,5 582 ₽,Аминокислоты,14.6,9.1,9.1
490,VNU-11311,"Vital Nutrients, глутамин, 100 веганских капсул",Vital Nutrients,11.2025,100,шт.,0.11,4 926 ₽,Аминокислоты,11,5.8,5.8
491,NCS-93228,"Nutricost, L-глютамин, голубая малина, 500 г (17,6 унции)",Nutricost,04.2026,504,г,0.59,4 283 ₽,Аминокислоты,13.6,11.3,11.2
492,NOW-00220,"NOW Foods, Sports, L-глютамин в порошке, 170 г (6 унций)",NOW Foods,10.2028,170,г,0.22,2 321 ₽,Аминокислоты,11.9,7,6.9
493,EVL-02801,"EVLution Nutrition, Глутамин 1000, 60 растительных капсул",EVLution Nutrition,06.2025,60,шт.,0.08,1 294 ₽,Аминокислоты,10.9,5.8,5.8
494,AXS-22593,"Axe & Sledge Supplements, Basics, глутамин, без вкусовых добавок, 200 г (7,05 унции)",Axe & Sledge Supplements,02.2025,200,г,0.27,3 249 ₽,Аминокислоты,10.9,9.3,9.1
495,PMF-02112,"Primaforce, L-глютамин, 800 мг, 150 капсул",Primaforce,07.2026,150,шт.,0.2,2 954 ₽,Аминокислоты,13.5,7.2,7.2
496,BDT-02179,"BodyTech, глутамин, без вкусовых добавок, 675 г (23,82 унции)",BodyTech,07.2025,675,г,0.82,7 141 ₽,Аминокислоты,15.6,12.4,12.4
497,NRX-00097,"Nutrex Research, чистый глутамин, без вкусовых добавок, 1000 г (2,2 фунта)",Nutrex Research,12.2026,1000,г,1.13,6 214 ₽,Аминокислоты,18.3,13.3,13.2
498,NOW-00091,"NOW Foods, Sports, L-глютамин, 1000 мг, 240 растительных капсул",NOW Foods,10.2027,240,шт.,0.34,4 608 ₽,Аминокислоты,8,15.7,8.1
499,NZE-68418,"Nuzest, L-глютамин, поддержка пищеварения, 250 г (8,8 унции)",Nuzest,05.2025,250,г,0.27,3 484 ₽,Аминокислоты,17,10.3,5.7
500,CAR-06823,"Carlson, L-глютамин, 750 мг, 300 капсул",Carlson,08.2024,300,шт.,0.32,7 712 ₽,Аминокислоты,15.7,7.9,7.9
501,NOW-00221,"NOW Foods, Sports, L-глютамин, 454 г (1 фунт)",NOW Foods,01.2029,454,г,0.55,4 208 ₽,Аминокислоты,16.8,9.7,9.7
502,GAT-02168,"GAT, L-глютамин, без добавок, 300 г (10,58 унций)",GAT,09.2025,300,г,0.36,2 762 ₽,Аминокислоты,11.7,9.1,9.1
503,JRW-02002,"Jarrow Formulas, L-карнитин 500, 500 мг, 100 вегетарианских капсул",Jarrow Formulas,08.2025,100,шт.,0.11,6 116 ₽,Аминокислоты,11.4,6.2,6.2
504,NOW-00068,"NOW Foods, L-карнитин, 1000 мг, 100 таблеток",NOW Foods,11.2027,100,шт.,0.24,5 005 ₽,Аминокислоты,7.1,7.1,13
505,DRB-00154,"Doctor's Best, L-карнитин фумарат с карнитинами Biosint, 855 мг, 180 вегетарианских капсул",Doctor's Best,Not provided,180,шт.,0.23,7 190 ₽,Аминокислоты,14.7,8.4,8.4
506,LEM-10050,"Life Enhancement, PropeL, 240 капсул",Life Enhancement,01.2025,240,шт.,0.25,11 874 ₽,Аминокислоты,7.9,7.9,14.2
507,LEX-15323,"Life Extension, L-карнитин, 500 мг, 30 вегетарианских капсул",Life Extension,12.2025,30,шт.,0.05,2 155 ₽,Аминокислоты,9.3,4.7,4.6
